RUEE,Rule,GRADO/AÑO,BACHIILER_DIVNOMBRE,Turno,PLAN,MODALIDAD
1213001,3130134,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1213001,3130134,6,CIENCIAS AGRARIAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1213001,3130134,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1213001,3130134,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1213001,3130134,6,SOCIAL HUMANISTICO,NOCTURNO,1994,SEMESTRAL
1213001,3130134,6,FISICO MATEMATICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1213001,3130134,6,FISICO MATEMATICO,NOCTURNO,1994,ANUAL
1213001,3130134,6,MATEMATICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL
1213001,3130134,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,ANUAL
1213001,3130134,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,SEMESTRAL
1213001,3130134,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1213001,3130134,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1213001,3130134,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1213001,3130134,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1213001,3130134,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1213002,3130144,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1213002,3130144,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1213002,3130144,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1213002,3130144,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1213002,3130144,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1213002,3130144,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1213002,3130144,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1213002,3130144,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1213002,3130144,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1213003,3130145,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1213003,3130145,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1213003,3130145,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1213003,3130145,6,CIENCIAS AGRARIAS,MATUTINO EXTENDIDO,2006,ANUAL
1213003,3130145,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1213003,3130145,6,SOCIAL ECONOMIA,MATUTINO EXTENDIDO,2006,ANUAL
1213003,3130145,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1213003,3130145,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1213003,3130145,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1213003,3130145,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1213004,3130146,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1213004,3130146,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1213004,3130146,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1213004,3130146,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1213004,3130146,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1213004,3130146,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1213004,3130146,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1213004,3130146,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1213004,3130146,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1213005,3130135,4, ,NOCTURNO,1994,ANUAL
1213005,3130135,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1213005,3130135,1, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1213005,3130135,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1213005,3130135,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1213005,3130135,2, ,NOCTURNO,0,ANUAL
1213005,3130135,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1213005,3130135,3, ,NOCTURNO,0,ANUAL
1213006,3130136,4, ,NOCTURNO,1994,ANUAL
1213006,3130136,4, ,NOCTURNO,1994,SEMESTRAL
1213006,3130136,5,DIV.HUMANISTICA,NOCTURNO,1994,ANUAL
1213006,3130136,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1213006,3130136,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1213006,3130136,1, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1213006,3130136,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1213006,3130136,2, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1213006,3130136,3, ,MATUTINO,2006,ANUAL
1213006,3130136,3, ,INTERMEDIO,2006,ANUAL
1213006,3130136,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1213006,3130136,3, ,NOCTURNO,0,ANUAL
1213008,3130142,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1213008,3130142,1, ,MATUTINO EXTENDIDO,0,ANUAL
1213008,3130142,2, ,MATUTINO EXTENDIDO,0,ANUAL
1213008,3130142,3, ,MATUTINO EXTENDIDO,0,ANUAL
1213009,3130138,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1213009,3130138,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1213009,3130138,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1213009,3130138,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1213009,3130138,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1213010,3130143,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1213010,3130143,1, ,MATUTINO EXTENDIDO,0,ANUAL
1213010,3130143,2, ,MATUTINO EXTENDIDO,0,ANUAL
1213010,3130143,3, ,MATUTINO EXTENDIDO,0,ANUAL
1213012,3130139,4, ,MATUTINO,2006,ANUAL
1213012,3130139,5,DIV.BIOLOGICA,INTERMEDIO,2006,ANUAL
1213012,3130139,5,DIV.BIOLOGICA,VESPERTINO,2006,ANUAL
1213012,3130139,5,DIV.CIENTIFICA,VESPERTINO,2006,ANUAL
1213012,3130139,5,DIV.HUMANISTICA,INTERMEDIO,2006,ANUAL
1213012,3130139,5,DIV.HUMANISTICA,VESPERTINO,2006,ANUAL
1213012,3130139,6,CIENCIAS AGRARIAS,INTERMEDIO,2006,ANUAL
1213012,3130139,6,CIENCIAS BIOLOGICAS,INTERMEDIO,2006,ANUAL
1213012,3130139,6,CIENCIAS BIOLOGICAS,VESPERTINO,2006,ANUAL
1213012,3130139,6,FISICO MATEMATICO,VESPERTINO,2006,ANUAL
1213012,3130139,6,SOCIAL ECONOMIA,VESPERTINO,2006,ANUAL
1213012,3130139,6,SOCIAL HUMANISTICO,INTERMEDIO,2006,ANUAL
1213012,3130139,6,SOCIAL HUMANISTICO,VESPERTINO,2006,ANUAL
1213013,3130140,0, ,NOCTURNO EXTENDIDO,2009,SEMESTRAL
1213013,3130140,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1213013,3130140,1, ,NOCTURNO EXTENDIDO,2009,SEMESTRAL
1213013,3130140,1, ,NOCTURNO EXTENDIDO,2012,SEMESTRAL
1213013,3130140,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1213013,3130140,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1213013,3130140,2, ,NOCTURNO EXTENDIDO,2009,SEMESTRAL
1213013,3130140,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1213013,3130140,3, ,NOCTURNO EXTENDIDO,2009,SEMESTRAL
1213015,3130141,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1213015,3130141,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1213015,3130141,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1213015,3130141,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1213015,3130141,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1213016,3130147,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1213016,3130147,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1213016,3130147,5,DIV.ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1213016,3130147,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1213016,3130147,5,DIV.CIENTIFICA,MATUTINO EXTENDIDO,2006,ANUAL
1213016,3130147,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1213016,3130147,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1213016,3130147,6,CIENCIAS AGRARIAS,MATUTINO EXTENDIDO,2006,ANUAL
1213016,3130147,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1213016,3130147,6,FISICO MATEMATICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1213016,3130147,6,MATEMATICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL
1213016,3130147,6,SOCIAL ECONOMIA,MATUTINO EXTENDIDO,2006,ANUAL
1213016,3130147,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1213016,3130147,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1213090, ,1, ,INTERMEDIO EXTENDIDO,0,SEMESTRAL
1213090, ,2, ,INTERMEDIO EXTENDIDO,0,SEMESTRAL
1213090, ,3, ,INTERMEDIO EXTENDIDO,0,SEMESTRAL
1214001,3140085,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1214001,3140085,4, ,NOCTURNO,1994,SEMESTRAL
1214001,3140085,5,DIV.BIOLOGICA,NOCTURNO,1994,SEMESTRAL
1214001,3140085,5,DIV.ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1214001,3140085,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1214001,3140085,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1214001,3140085,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1214001,3140085,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1214001,3140085,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1214001,3140085,6,CIENCIAS AGRARIAS,MATUTINO EXTENDIDO,2006,ANUAL
1214001,3140085,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1214001,3140085,6,SOCIAL HUMANISTICO,NOCTURNO,1994,SEMESTRAL
1214001,3140085,6,FISICO MATEMATICO,MATUTINO EXTENDIDO,2006,ANUAL
1214001,3140085,6,MATEMATICA Y DISEÑO,MATUTINO EXTENDIDO,2006,ANUAL
1214001,3140085,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,SEMESTRAL
1214001,3140085,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1214001,3140085,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1214001,3140085,1, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1214001,3140085,2, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1214001,3140085,3, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1214002,3140088,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1214002,3140088,4, ,NOCTURNO,1994,SEMESTRAL
1214002,3140088,5,DIV.BIOLOGICA,NOCTURNO,1994,ANUAL
1214002,3140088,5,DIV.ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1214002,3140088,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1214002,3140088,5,DIV.CIENTIFICA,MATUTINO EXTENDIDO,2006,ANUAL
1214002,3140088,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1214002,3140088,5,DIV.HUMANISTICA,NOCTURNO,1994,ANUAL
1214002,3140088,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1214002,3140088,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1214002,3140088,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1214002,3140088,6,FISICO MATEMATICO,MATUTINO EXTENDIDO,2006,ANUAL
1214002,3140088,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,ANUAL
1214002,3140088,6,SOCIAL ECONOMIA,MATUTINO EXTENDIDO,2006,ANUAL
1214002,3140088,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1214002,3140088,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214002,3140088,1, ,NOCTURNO EXTENDIDO,2012,SEMESTRAL
1214002,3140088,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214002,3140088,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214003,3140094,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1214003,3140094,5,DIV.BIOLOGICA,NOCTURNO,1994,ANUAL
1214003,3140094,5,DIV.ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1214003,3140094,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1214003,3140094,5,DIV.CIENTIFICA,MATUTINO EXTENDIDO,2006,ANUAL
1214003,3140094,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1214003,3140094,5,DIV.HUMANISTICA,NOCTURNO,1994,ANUAL
1214003,3140094,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1214003,3140094,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1214003,3140094,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214003,3140094,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214003,3140094,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214004,3140090,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1214004,3140090,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214004,3140090,4, ,NOCTURNO,1994,SEMESTRAL
1214004,3140090,5,DIV.BIOLOGICA,NOCTURNO,1994,ANUAL
1214004,3140090,5,DIV.CIENTIFICA,NOCTURNO,1994,ANUAL
1214004,3140090,5,DIV.ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1214004,3140090,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1214004,3140090,5,DIV.CIENTIFICA,MATUTINO EXTENDIDO,2006,ANUAL
1214004,3140090,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1214004,3140090,5,DIV.HUMANISTICA,NOCTURNO,1994,ANUAL
1214004,3140090,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1214004,3140090,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1214004,3140090,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1214004,3140090,6,FISICO MATEMATICO,MATUTINO EXTENDIDO,2006,ANUAL
1214004,3140090,6,MATEMATICA Y DISEÑO,MATUTINO EXTENDIDO,2006,ANUAL
1214004,3140090,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,ANUAL
1214004,3140090,6,SOCIAL ECONOMIA,MATUTINO EXTENDIDO,2006,ANUAL
1214004,3140090,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1214004,3140090,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214004,3140090,1, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1214004,3140090,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214004,3140090,2, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1214004,3140090,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214004,3140090,3, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1214005,3140095,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214005,3140095,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1214005,3140095,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1214005,3140095,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1214005,3140095,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1214005,3140095,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1214005,3140095,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1214005,3140095,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1214006,3140093,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214006,3140093,5,DIV.ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1214006,3140093,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1214006,3140093,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1214006,3140093,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1214006,3140093,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1214006,3140093,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1214006,3140093,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1214006,3140093,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1214006,3140093,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1214007,3140089,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214007,3140089,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1214007,3140089,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1214007,3140089,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1214007,3140089,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1214007,3140089,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1214007,3140089,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1214007,3140089,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1214007,3140089,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1214008,3140092,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1214008,3140092,5,DIV.ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1214008,3140092,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1214008,3140092,5,DIV.CIENTIFICA,MATUTINO EXTENDIDO,2006,ANUAL
1214008,3140092,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1214008,3140092,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1214008,3140092,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1214008,3140092,6,FISICO MATEMATICO,MATUTINO EXTENDIDO,2006,ANUAL
1214008,3140092,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1214008,3140092,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214008,3140092,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214008,3140092,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214009,3140086,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1214009,3140086,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214009,3140086,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1214009,3140086,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214009,3140086,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1214009,3140086,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214011,3140091,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1214011,3140091,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214011,3140091,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1214011,3140091,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214011,3140091,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1214011,3140091,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214013,3140087,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214013,3140087,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1214013,3140087,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1214013,3140087,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1214080, ,1, ,MATUTINO EXTENDIDO,0,ANUAL
1215001,3150110,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1215001,3150110,5,DIV.BIOLOGICA,NOCTURNO,1994,SEMESTRAL
1215001,3150110,5,DIV.CIENTIFICA,NOCTURNO,1994,ANUAL
1215001,3150110,5,DIV.ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1215001,3150110,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1215001,3150110,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1215001,3150110,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1215001,3150110,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1215001,3150110,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1215001,3150110,5,DIV.HUMANISTICA,NOCTURNO,1994,ANUAL
1215001,3150110,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1215001,3150110,6,CIENCIAS AGRARIAS,NOCTURNO,1994,ANUAL
1215001,3150110,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1215001,3150110,6,CIENCIAS AGRARIAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1215001,3150110,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1215001,3150110,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1215001,3150110,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1215001,3150110,6,SOCIAL HUMANISTICO,NOCTURNO,1994,SEMESTRAL
1215001,3150110,6,SOCIAL ECONOMIA,NOCTURNO,1994,ANUAL
1215001,3150110,6,FISICO MATEMATICO,MATUTINO EXTENDIDO,2006,ANUAL
1215001,3150110,6,FISICO MATEMATICO,NOCTURNO,1994,ANUAL
1215001,3150110,6,MATEMATICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL
1215001,3150110,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,ANUAL
1215001,3150110,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,SEMESTRAL
1215001,3150110,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1215001,3150110,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1215001,3150110,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1215002,3150111,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1215002,3150111,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1215002,3150111,5,DIV.BIOLOGICA,VESPERTINO EXTENDIDO,2006,ANUAL
1215002,3150111,5,DIV.CIENTIFICA,VESPERTINO EXTENDIDO,2006,ANUAL
1215002,3150111,5,DIV.HUMANISTICA,VESPERTINO EXTENDIDO,2006,ANUAL
1215002,3150111,6,CIENCIAS BIOLOGICAS,VESPERTINO EXTENDIDO,2006,ANUAL
1215002,3150111,6,FISICO MATEMATICO,VESPERTINO EXTENDIDO,2006,ANUAL
1215002,3150111,6,SOCIAL ECONOMIA,VESPERTINO EXTENDIDO,2006,ANUAL
1215002,3150111,6,SOCIAL HUMANISTICO,VESPERTINO EXTENDIDO,2006,ANUAL
1215002,3150111,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1215002,3150111,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1215002,3150111,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1215002,3150111,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1215002,3150111,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1215002,3150111,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1215003,3150112,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1215003,3150112,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1215003,3150112,5,DIV.BIOLOGICA,VESPERTINO EXTENDIDO,2006,ANUAL
1215003,3150112,5,DIV.CIENTIFICA,VESPERTINO EXTENDIDO,2006,ANUAL
1215003,3150112,5,DIV.HUMANISTICA,VESPERTINO EXTENDIDO,2006,ANUAL
1215003,3150112,6,CIENCIAS BIOLOGICAS,VESPERTINO EXTENDIDO,2006,ANUAL
1215003,3150112,6,FISICO MATEMATICO,VESPERTINO EXTENDIDO,2006,ANUAL
1215003,3150112,6,SOCIAL ECONOMIA,VESPERTINO EXTENDIDO,2006,ANUAL
1215003,3150112,6,SOCIAL HUMANISTICO,VESPERTINO EXTENDIDO,2006,ANUAL
1215003,3150112,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1215003,3150112,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1215003,3150112,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1215003,3150112,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1215003,3150112,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1215003,3150112,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1215004,3150114,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1215004,3150114,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1215004,3150114,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1215004,3150114,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1215004,3150114,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1215004,3150114,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1215004,3150114,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1215004,3150114,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1215006,3150119,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1215006,3150119,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1215006,3150119,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1215006,3150119,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1215006,3150119,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1215006,3150119,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1215006,3150119,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1215006,3150119,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1215007,3150115,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1215007,3150115,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1215007,3150115,4, ,NOCTURNO,1994,SEMESTRAL
1215007,3150115,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1215007,3150115,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1215007,3150115,1, ,INTERMEDIO EXTENDIDO,0,ANUAL
