Ruee Calculado,Rule Calculado,MODALIDAD,TITULACION,TIPO_FORMACION,CARRERA_ESPECIALIDAD,TURNO
1408100,5080123,SEMIPRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,UNICO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,MATUTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,INTERMEDIO/VESPERTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,MATUTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,INTERMEDIO/VESPERTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,MATUTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,INTERMEDIO/VESPERTINO
1408100,5080123,SEMIPRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,UNICO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,DERECHO,MATUTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,INTERMEDIO/VESPERTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,MATUTINO
1408100,5080123,SEMIPRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,UNICO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,MATUTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,INTERMEDIO/VESPERTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,MATUTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,UNICO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,INTERMEDIO/VESPERTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,FISICA,MATUTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,FISICA,INTERMEDIO/VESPERTINO
1408100,5080123,,GRADO,PROFESORADO,FRANCES,
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,MATUTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),MATUTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),INTERMEDIO/VESPERTINO
1408100,5080123,,GRADO,PROFESORADO,ITALIANO,
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,MATUTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,INTERMEDIO/VESPERTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,MATUTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,INTERMEDIO/VESPERTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,PORTUGUES,INTERMEDIO/VESPERTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,PORTUGUES,MATUTINO
1408100,5080123,SEMIPRESENCIAL,GRADO,PROFESORADO,PORTUGUES,UNICO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,MATUTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,INTERMEDIO/VESPERTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,MATUTINO
1408100,5080123,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,INTERMEDIO/VESPERTINO
1410100,5100126,SEMIPRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,UNICO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,MATUTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,INTERMEDIO/VESPERTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,MATUTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,INTERMEDIO/VESPERTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,MATUTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,INTERMEDIO/VESPERTINO
1410100,5100126,SEMIPRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,UNICO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,MATUTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,DERECHO,MATUTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,MATUTINO
1410100,5100126,SEMIPRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,UNICO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,INTERMEDIO/VESPERTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,MATUTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,INTERMEDIO/VESPERTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,MATUTINO
1410100,5100126,SEMIPRESENCIAL,GRADO,PROFESORADO,FRANCES,UNICO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,FISICA,INTERMEDIO/VESPERTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,FISICA,MATUTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,MATUTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),INTERMEDIO/VESPERTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),MATUTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,INFORMATICA,INTERMEDIO/VESPERTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,INFORMATICA,MATUTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,ITALIANO,MATUTINO
1410100,5100126,SEMIPRESENCIAL,GRADO,PROFESORADO,ITALIANO,UNICO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,INTERMEDIO/VESPERTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,MATUTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,INTERMEDIO/VESPERTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,MATUTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,PORTUGUES,INTERMEDIO/VESPERTINO
1410100,5100126,SEMIPRESENCIAL,GRADO,PROFESORADO,PORTUGUES,UNICO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,PORTUGUES,MATUTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,INTERMEDIO/VESPERTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,MATUTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,INTERMEDIO/VESPERTINO
1410100,5100126,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,MATUTINO
1410100,5100126,SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL POR COMPLEMENTO,UNICO
1410100,5100126,PRESENCIAL,GRADO,EDUCADOR SOCIAL,EDUCADOR SOCIAL,NOCTURNO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,INTERMEDIO/VESPERTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,MATUTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,UNICO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,INTERMEDIO/VESPERTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,MATUTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,NOCTURNO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,INTERMEDIO/VESPERTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,MATUTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,NOCTURNO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,INTERMEDIO/VESPERTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,MATUTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,DERECHO,NOCTURNO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,DERECHO,MATUTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,INTERMEDIO/VESPERTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,MATUTINO
1415100,5150127,SEMIPRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,UNICO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,NOCTURNO
1415100,5150127,PRESENCIAL,GRADO,MAESTRO TECNICO,ELECTRICIDAD AUTOMOTRIZ (CFE),NOCTURNO
1415100,5150127,PRESENCIAL,GRADO,MAESTRO TECNICO,ELECTRONICA (CFE),NOCTURNO
1415100,5150127,PRESENCIAL,GRADO,MAESTRO TECNICO,ELECTROTECNIA (CFE),MATUTINO
1415100,5150127,PRESENCIAL,GRADO,MAESTRO TECNICO,ELECTROTECNIA (CFE),NOCTURNO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,UNICO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,NOCTURNO
1415100,5150127,SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,UNICO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,INTERMEDIO/VESPERTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,MATUTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,NOCTURNO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,INTERMEDIO/VESPERTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,MATUTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,FISICA,INTERMEDIO/VESPERTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,FISICA,MATUTINO
1415100,5150127,,GRADO,PROFESORADO,FRANCES,
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,MATUTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,INFORMATICA,MATUTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,INFORMATICA,INTERMEDIO/VESPERTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,INFORMATICA,NOCTURNO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),MATUTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),NOCTURNO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),INTERMEDIO/VESPERTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),MATUTINO
1415100,5150127,,GRADO,PROFESORADO,ITALIANO,
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,NOCTURNO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,INTERMEDIO/VESPERTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,MATUTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,NOCTURNO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,INTERMEDIO/VESPERTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,MATUTINO
1415100,5150127,PRESENCIAL,GRADO,MAESTRO TECNICO,MECANICA AUTOMOTRIZ (CFE),NOCTURNO
1415100,5150127,PRESENCIAL,GRADO,MAESTRO TECNICO,MECANICA INDUSTRIAL (CFE),MATUTINO
1415100,5150127,PRESENCIAL,GRADO,MAESTRO TECNICO,MECANICA INDUSTRIAL (CFE),INTERMEDIO/VESPERTINO
1415100,5150127,PRESENCIAL,GRADO,MAESTRO TECNICO,MECANICA INDUSTRIAL (CFE),NOCTURNO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,PORTUGUES,MATUTINO
1415100,5150127,SEMIPRESENCIAL,GRADO,PROFESORADO,PORTUGUES,UNICO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,INTERMEDIO/VESPERTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,MATUTINO
1415100,5150127,PRESENCIAL,GRADO,MAESTRO TECNICO,REDES Y TELECOMUNICACIONES (CFE),NOCTURNO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,INTERMEDIO/VESPERTINO
1415100,5150127,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,MATUTINO
1413100,5130154,SEMIPRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,UNICO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,MATUTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,INTERMEDIO/VESPERTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,NOCTURNO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,NOCTURNO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,MATUTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,INTERMEDIO/VESPERTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,NOCTURNO
1413100,5130154,SEMILIBRE,GRADO,PROFESORADO,COMUNICACION VISUAL,NOCTURNO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,MATUTINO
1413100,5130154,SEMIPRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,UNICO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,INTERMEDIO/VESPERTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,DERECHO,NOCTURNO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,DERECHO,MATUTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO
1413100,5130154,SEMIPRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,UNICO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,UNICO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,NOCTURNO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,MATUTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,INTERMEDIO/VESPERTINO
1413100,5130154,SEMIPRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,UNICO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,NOCTURNO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,FISICA,NOCTURNO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,FISICA,INTERMEDIO/VESPERTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,FISICA,MATUTINO
1413100,5130154,,GRADO,PROFESORADO,FRANCES,
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,MATUTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,NOCTURNO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),NOCTURNO
1413100,5130154,SEMIPRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),UNICO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),MATUTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),INTERMEDIO/VESPERTINO
1413100,5130154,,GRADO,PROFESORADO,ITALIANO,
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,NOCTURNO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,INTERMEDIO/VESPERTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,MATUTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,NOCTURNO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,MATUTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,INTERMEDIO/VESPERTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,PORTUGUES,MATUTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,PORTUGUES,INTERMEDIO/VESPERTINO
1413100,5130154,SEMIPRESENCIAL,GRADO,PROFESORADO,PORTUGUES,UNICO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,PORTUGUES,NOCTURNO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,NOCTURNO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,INTERMEDIO/VESPERTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,MATUTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,INTERMEDIO/VESPERTINO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,NOCTURNO
1413100,5130154,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,MATUTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,INTERMEDIO/VESPERTINO
1403100,5030334,SEMIPRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,UNICO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,INTERMEDIO/VESPERTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,MATUTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,INTERMEDIO/VESPERTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,MATUTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,INTERMEDIO/VESPERTINO
1403100,5030334,SEMIPRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,UNICO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,MATUTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,DERECHO,MATUTINO
1403100,5030334,SEMIPRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,UNICO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,INTERMEDIO/VESPERTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,MATUTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,INTERMEDIO/VESPERTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,MATUTINO
1403100,5030334,SEMIPRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,UNICO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,INTERMEDIO/VESPERTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,MATUTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,FISICA,INTERMEDIO/VESPERTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,FISICA,MATUTINO
1403100,5030334,,GRADO,PROFESORADO,FRANCES,
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,MATUTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),INTERMEDIO/VESPERTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),MATUTINO
1403100,5030334,,GRADO,PROFESORADO,ITALIANO,
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,INTERMEDIO/VESPERTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,MATUTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,INTERMEDIO/VESPERTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,MATUTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,PORTUGUES,MATUTINO
1403100,5030334,SEMIPRESENCIAL,GRADO,PROFESORADO,PORTUGUES,UNICO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,INTERMEDIO/VESPERTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,MATUTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,INTERMEDIO/VESPERTINO
1403100,5030334,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,MATUTINO
1403100,5030334,SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL POR COMPLEMENTO,UNICO
1405100,5050165,SEMIPRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,UNICO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,MATUTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,INTERMEDIO/VESPERTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,MATUTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,INTERMEDIO/VESPERTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,INTERMEDIO/VESPERTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,MATUTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,DERECHO,MATUTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO
1405100,5050165,SEMIPRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,UNICO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,MATUTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,MATUTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,INTERMEDIO/VESPERTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,INTERMEDIO/VESPERTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,MATUTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,FISICA,MATUTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,FISICA,INTERMEDIO/VESPERTINO
1405100,5050165,,GRADO,PROFESORADO,FRANCES,
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,MATUTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),MATUTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),INTERMEDIO/VESPERTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,INFORMATICA,INTERMEDIO/VESPERTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,INFORMATICA,MATUTINO
1405100,5050165,,GRADO,PROFESORADO,ITALIANO,
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,INTERMEDIO/VESPERTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,MATUTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,MATUTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,INTERMEDIO/VESPERTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,PORTUGUES,INTERMEDIO/VESPERTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,PORTUGUES,MATUTINO
1405100,5050165,SEMIPRESENCIAL,GRADO,PROFESORADO,PORTUGUES,UNICO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,INTERMEDIO/VESPERTINO
1405100,5050165,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,MATUTINO
1402007,5020095,SEMIPRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,UNICO
1402007,5020095,PRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,NOCTURNO
1402007,5020095,,CERTIFICACION,CERTIFICACION,CERTIFICACIÓN DE LENGUAS EXTRANJERAS,
1402007,5020095,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,INTERMEDIO/VESPERTINO
1402007,5020095,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,MATUTINO
1402007,5020095,SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,UNICO
1402007,5020095,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,NOCTURNO
1402007,5020095,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,INTERMEDIO/VESPERTINO
1402007,5020095,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,MATUTINO
1402007,5020095,SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,UNICO
1402007,5020095,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,NOCTURNO
1402007,5020095,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,MATUTINO
1402007,5020095,SEMIPRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,UNICO
1402007,5020095,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,NOCTURNO
1402007,5020095,SEMILIBRE,GRADO,PROFESORADO,DERECHO,NOCTURNO
