MODALIDAD,TITULACION,TIPO_FORMACION,CARRERA_ESPECIALIDAD,turno,PLAN,DescTForm,DescCarre,Mail,Enlace,RUEE
SEMIPRESENCIAL,GRADO,PROFESORADO,ASTRONOMÍA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLÓGICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLÓGICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLÓGICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLÓGICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLÓGICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLÓGICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLÓGICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLÓGICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLÓGICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLÓGICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLÓGICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLÓGICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRÁFICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRÁFICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRÁFICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRÁFICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRÁFICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRÁFICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRÁFICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRÁFICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRÁFICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRÁFICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRÁFICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRÁFICAS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,COMUNICACIÓN VISUAL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,COMUNICACIÓN VISUAL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,COMUNICACIÓN VISUAL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,COMUNICACIÓN VISUAL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,COMUNICACIÓN VISUAL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,COMUNICACIÓN VISUAL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,DERECHO,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,DERECHO,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,DERECHO,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,EDUCACIÓN MUSICAL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,EDUCACIÓN MUSICAL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,EDUCACIÓN MUSICAL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,EDUCACIÓN MUSICAL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,EDUCACIÓN MUSICAL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,EDUCACIÓN MUSICAL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,FILOSOFÍA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,FILOSOFÍA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,FILOSOFÍA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,FILOSOFÍA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,FILOSOFÍA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,FILOSOFÍA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,FRANCÉS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,FRANCÉS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,FRANCÉS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,HISTORIA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,HISTORIA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,HISTORIA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,HISTORIA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,HISTORIA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,HISTORIA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,HISTORIA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,HISTORIA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,HISTORIA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,HISTORIA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,HISTORIA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,HISTORIA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,INGLÉS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,INGLÉS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,INGLÉS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,INGLÉS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,INGLÉS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMIPRESENCIAL,GRADO,PROFESORADO,INGLÉS,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,LITERATURA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,LITERATURA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,LITERATURA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,LITERATURA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,LITERATURA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,LITERATURA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
SEMILIBRE,GRADO,PROFESORADO,LITERATURA,,2008,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,http://www.cfe.edu.uy/index.php/planes-y-programas/planes-vigentes-para-profesorado,ifdflorida@yahoo.com,http://ifdflorida.cfe.edu.uy/,1408011
