DescripciOn ,DescripciOn,Plan,COd.,DescripciOn,Tray.,Año,MOd.,Sem.,Grupo,Turno,Sectores de Estudio,Modalidad,TelEfono,Mail,DescTCurso,DescOrient,Ruee,Rule
EDUCACION SUPERIOR TERCIARIA,CURSO TECNICO TERCIARIO,2013,30A,DISEÑO GRAFICO EN COM. VISUAL,,1,1,1,TC1,NOCTURNO,,Escuela,47725681/47725805,figariartigas@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/b/050Dise%C3%B1o%20Grafico%20-%20Plan%202013.htm,1302111,4020096
EDUCACION MEDIA SUPERIOR,BACHILLERATO FIGARI,2008,516,JOYERIA,,1,0,0,BC,VESPERTINO,,Escuela,47725681/47725805,figariartigas@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/053/Bachillerato%20figari.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,1302111,4020096
EDUCACION MEDIA SUPERIOR,BACHILLERATO FIGARI,2008,516,JOYERIA,,2,0,0,BC,NOCTURNO,,Escuela,47725681/47725805,figariartigas@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/053/Bachillerato%20figari.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,1302111,4020096
EDUCACION MEDIA SUPERIOR,BACHILLERATO FIGARI,2008,516,JOYERIA,,3,0,0,BC,NOCTURNO,,Escuela,47725681/47725805,figariartigas@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/053/Bachillerato%20figari.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,1302111,4020096
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2019,13R,INTEGRADO CUERO Y LONJA,,1,1,1,PR1,VESPERTINO-NOCTURNO,,Escuela,47725681/47725805,figariartigas@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/056/articulacion.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/056/Programa%20Rumbo%20Integrado%20Cuero%20y%20Lonja.htm,1302111,4020096
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,1,0,0,1A,DOBLE TURNO,,C. E. A.,43702036,escuela128palmita@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303010,2030119
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,2,0,0,2A,DOBLE TURNO,,C. E. A.,43702036,escuela128palmita@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303010,2030119
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,1,0,0,1A,DOBLE TURNO,,C. E. A.,23689036,escuela204@hotmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303020,2030190
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,1,0,0,1B,DOBLE TURNO,,C. E. A.,23689036,escuela204@hotmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303020,2030190
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,2,0,0,2A,DOBLE TURNO,,C. E. A.,23689036,escuela204@hotmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303020,2030190
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,2,0,0,2B,DOBLE TURNO,,C. E. A.,23689036,escuela204@hotmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303020,2030190
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,1,0,0,1A,DOBLE TURNO,,C. E. A.,26838466,0,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303030,2030237
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,1,0,0,1B,DOBLE TURNO,,C. E. A.,26838466,0,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303030,2030237
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,2,0,0,2A,DOBLE TURNO,,C. E. A.,26838466,0,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303030,2030237
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,2,0,0,2B,DOBLE TURNO,,C. E. A.,26838466,0,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303030,2030237
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,1,0,0,1A,DOBLE TURNO,,C. E. A.,,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303040,2030046
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,118,GASTRONOMIA,II,0,1,1,FC1,MATUTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055gastronom%C3%ADa.htm,1303131,4030317
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,118,GASTRONOMIA,I,0,5,1,FC5,MATUTINO-VESPERTINO,,EXP. COMUNITARIAS,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055gastronom%C3%ADa.htm,1303131,4030317
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,119,BELLEZA - CAPILAR,II,0,1,1,FF1,MATUTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055capilar.htm,1303131,4030317
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,119,BELLEZA - CAPILAR,II,0,3,1,FB3,VESPERTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055capilar.htm,1303131,4030317
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,25A,DEPORTE Y RECREACION,II,0,3,1,FH3,MATUTINO-VESPERTINO,,EXP. COMUNITARIAS,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1303131,4030317
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,297,ELECTRICIDAD,I,0,1,1,FE1,VESPERTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055electricidad.htm,1303131,4030317
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,446,MECANICA AUTOMOTRIZ,II,0,1,1,FG1,MATUTINO-VESPERTINO,,EXP. COMUNITARIAS,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804576Mec%20Automotriz.htm,1303131,4030317
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,45A,MUSICA,I,0,1,1,FD1,MATUTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/MUSICA.htm,1303131,4030317
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,45A,MUSICA,II,0,3,1,FD3,VESPERTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/MUSICA.htm,1303131,4030317
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,668,PANADERIA,I,0,1,1,FA1,VESPERTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/Panader%C3%ADa.htm,1303131,4030317
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,975,INFORMATICA,II,0,1,1,FM1,MATUTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/FPBASE.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion.htm,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,141,CAPILAR,,1,0,0,SA,NOCTURNO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804141Capilar.htm,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,397,GASTRONOMIA C/S/B,,1,0,0,SB,MATUTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804401%20-%20Gastronom%C3%ADa.htm,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,401,GASTRONOMIA COCINA,,2,0,0,SB,NOCTURNO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,0,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,576,MECANICA AUTOMOTRIZ,,2,0,0,SD,VESPERTINO,,EXP. COMUNITARIAS,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804576Mec%20Automotriz.htm,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,8,ADMINISTRACION,,3,0,0,BA,MATUTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/administraci%C3%B3n.htm,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,00R,ADMINISTRACION (R),,1,0,0,BA,VESPERTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,0,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,00R,ADMINISTRACION (R),,2,0,0,BA,NOCTURNO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,0,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,00R,ADMINISTRACION (R),,2,0,0,BA2,VESPERTINO,,EXP. COMUNITARIAS,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,0,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,1,0,0,BD,MATUTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,1,0,0,BE,MATUTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION,,2,0,0,BD,MATUTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055deporte%20y%20recreacion.htm,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,1,0,0,BH,VESPERTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,45A,MUSICA,,1,0,0,BG,VESPERTINO-NOCTURNO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/MUSICA.htm,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,480,INFORMATICA,,3,0,0,BC,NOCTURNO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion.htm,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,48I,INFORMATICA,,1,0,0,BC,NOCTURNO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion.htm,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,48I,INFORMATICA,,2,0,0,BC,VESPERTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion.htm,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,929,TURISMO,,1,0,0,BB,VESPERTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,0,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,929,TURISMO,,2,0,0,BB,VESPERTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,0,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,929,TURISMO,,3,0,0,BB,MATUTINO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,0,1303131,4030317
EDUCACION MEDIA SUPERIOR,BACHILLERATO PROFESIONAL,2008,393,GASTRONOMIA,,3,0,0,BP1,NOCTURNO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/052/Bachillerato%20Profesional.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/055/055gastronom%C3%ADa.htm,1303131,4030317
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2017,19R,INTEGRADO GASTRONOMIA,,0,1,1,PS1,VESPERTINO-NOCTURNO,,EXP. COMUNITARIAS,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/056/articulacion.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/056/Programa%20Rumbo%20Integrado%20Gastronom%C3%ADa.htm,1303131,4030317
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2010,988,PROGRAMA RUMBO,,0,1,1,PR1,NOCTURNO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/056/articulacion.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/056/05610988%20-%20Programa%20Rumbo.htm,1303131,4030317
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA FINES,2014,77R,IT Y REDES,,0,1,1,BR1,NOCTURNO,,Escuela,43723507/43728578,utuatlantida@adinet.com.uy,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/079/EMT%20FINES.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/079/079201477RITYREDES.htm,1303131,4030317
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,1,0,0,1A,MATUTINO,,Escuela,43322246/43323694,utucanelones@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303141,4030318
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,1,0,0,1B,MATUTINO,,Escuela,43322246/43323694,utucanelones@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303141,4030318
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,1,0,0,1C,VESPERTINO,,Escuela,43322246/43323694,utucanelones@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303141,4030318
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,2,0,0,2A,MATUTINO,,Escuela,43322246/43323694,utucanelones@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303141,4030318
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,2,0,0,2B,MATUTINO,,Escuela,43322246/43323694,utucanelones@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303141,4030318
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,2,0,0,2C,MATUTINO,,Escuela,43322246/43323694,utucanelones@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303141,4030318
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,2,0,0,2D,VESPERTINO,,Escuela,43322246/43323694,utucanelones@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303141,4030318
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,3,0,0,3A,MATUTINO,,Escuela,43322246/43323694,utucanelones@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303141,4030318
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,3,0,0,3B,MATUTINO,,Escuela,43322246/43323694,utucanelones@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303141,4030318
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO,,3,0,0,3C,VESPERTINO,,Escuela,43322246/43323694,utucanelones@gmail.com,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/ciclobasico.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/001/00107125.htm,1303141,4030318
