MODALIDAD,TITULACION,TIPO_FORMACION,CARRERA_ESPECIALIDAD,TURNO,PLAN,DescTForm,Desc Carre,Mail,Enlace,RUEE,Nro_Establecimiento
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,INTERMEDIO/VESPERTINO,2017,https://www.cfe.edu.uy/index.php/plan-2017,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,MATUTINO,2017,https://www.cfe.edu.uy/index.php/plan-2017,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,NOCTURNO,2017,https://www.cfe.edu.uy/index.php/plan-2017,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,INTERMEDIO/VESPERTINO,2017,https://www.cfe.edu.uy/index.php/plan-2017,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,MATUTINO,2017,https://www.cfe.edu.uy/index.php/plan-2017,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,NOCTURNO,2017,https://www.cfe.edu.uy/index.php/plan-2017,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,INTERMEDIO/VESPERTINO,2017,https://www.cfe.edu.uy/index.php/plan-2017,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,MATUTINO,2017,https://www.cfe.edu.uy/index.php/plan-2017,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,NOCTURNO,2017,https://www.cfe.edu.uy/index.php/plan-2017,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan-2023,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan-2023,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan-2023,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan-vigente,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan-vigente,,,,,1401579
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan-vigente,,,,,1401579
PRESENCIAL,,07 - CERTIFICACIÓN,CERTIFICACIÓN DE INGLÉS,ÚNICO,2019 - REF. 2021,https://www.cfe.edu.uy/index.php/carreras/planes-y-programas2/certificacion-en-lenguas-extranjeras,,,,,1401579
PRESENCIAL,,07 - CERTIFICACIÓN,CERTIFICACIÓN DE INGLÉS,INTERMEDIO/VESPERTINO,2019 - REF. 2021,https://www.cfe.edu.uy/index.php/carreras/planes-y-programas2/certificacion-en-lenguas-extranjeras,,,,,1401579
PRESENCIAL,,02 - PROFESORADO,INFORMÁTICA,INTERIOR,2008,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,02 - PROFESORADO,INFORMÁTICA,MATUTINO,2008,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,02 - PROFESORADO,INFORMÁTICA,NOCTURNO,2008,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,02 - PROFESORADO,INFORMÁTICA,INTERIOR,2008,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,02 - PROFESORADO,INFORMÁTICA,MATUTINO,2008,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,02 - PROFESORADO,INFORMÁTICA,NOCTURNO,2008,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,02 - PROFESORADO,INFORMÁTICA,INTERIOR,2008,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,02 - PROFESORADO,INFORMÁTICA,NOCTURNO,2008,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,02 - PROFESORADO,INFORMÁTICA,INTERIOR,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,02 - PROFESORADO,INFORMÁTICA,MATUTINO,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,02 - PROFESORADO,INFORMÁTICA,NOCTURNO,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,PRODUCCIÓN ANIMAL,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,PRODUCCIÓN ANIMAL,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,PRODUCCIÓN ANIMAL,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,PRODUCCIÓN VEGETAL,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,PRODUCCIÓN VEGETAL,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,PRODUCCIÓN VEGETAL,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,CONSTRUCCIÓN,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,CONSTRUCCIÓN,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,CONSTRUCCIÓN,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,ELECTROTECNIA,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,ELECTROTECNIA,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,ELECTROTECNIA,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,ELECTRÓNICA,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,ELECTRÓNICA,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,ELECTRÓNICA,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,REDES Y TELECOMUNICACIONES,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,REDES Y TELECOMUNICACIONES,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,REDES Y TELECOMUNICACIONES,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,GASTRONOMÍA OPCIÓN COCINA,INTERIOR,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,GASTRONOMÍA OPCIÓN COCINA,INTERIOR,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,GASTRONOMÍA OPCIÓN COCINA,INTERIOR,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,GASTRONOMÍA OPCIÓN COCINA,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,CARPINTERÍA,NOCTURNO,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,CARPINTERÍA,INTERIOR,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,CARPINTERÍA,NOCTURNO,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,CARPINTERÍA,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,CARPINTERÍA,NOCTURNO,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,CARPINTERÍA,NOCTURNO,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,MECÁNICA AUTOMOTRIZ,INTERIOR,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,MECÁNICA AUTOMOTRIZ,NOCTURNO,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,MECÁNICA AUTOMOTRIZ,NOCTURNO,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,MECÁNICA AUTOMOTRIZ,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,MECÁNICA INDUSTRIAL,NOCTURNO,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,MECÁNICA INDUSTRIAL,NOCTURNO,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,MECÁNICA INDUSTRIAL,NOCTURNO,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,ELECTRICIDAD AUTOMOTRIZ,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,ELECTRICIDAD AUTOMOTRIZ,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,ELECTRICIDAD AUTOMOTRIZ,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,DISEÑO E INDUMENTARIA,MATUTINO,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,DISEÑO E INDUMENTARIA,MATUTINO,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,DISEÑO E INDUMENTARIA,NOCTURNO,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,DISEÑO E INDUMENTARIA,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,PRODUCCIÓN ANIMAL,SEMIPRESENCIAL,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,PRODUCCIÓN VEGETAL,SEMIPRESENCIAL,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,GASTRONOMÍA,INTERIOR,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,ELECTRÓNICA,NOCTURNO,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,ELECTRÓNICA,SEMIPRESENCIAL,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,ELECTROTECNIA,NOCTURNO,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,03 - MAESTRO TÉCNICO,ELECTROTECNIA,SEMIPRESENCIAL,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,MECÁNICA AUTOMOTRIZ,NOCTURNO,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,ELECTRICIDAD AUTOMOTRIZ,NOCTURNO,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,03 - MAESTRO TÉCNICO,MECÁNICA INDUSTRIAL,NOCTURNO,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,04 - PROFESORADO TÉCNICO,ADMINISTRACIÓN,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,04 - PROFESORADO TÉCNICO,ADMINISTRACIÓN,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,04 - PROFESORADO TÉCNICO,ADMINISTRACIÓN,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,04 - PROFESORADO TÉCNICO,CONTABILIDAD Y ECONOMÍA,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,04 - PROFESORADO TÉCNICO,CONTABILIDAD Y ECONOMÍA,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,04 - PROFESORADO TÉCNICO,CONTABILIDAD Y ECONOMÍA,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,04 - PROFESORADO TÉCNICO,ADMINISTRACIÓN,NOCTURNO,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,04 - PROFESORADO TÉCNICO,ADMINISTRACIÓN,SEMIPRESENCIAL,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,04 - PROFESORADO TÉCNICO,CONTABILIDAD,NOCTURNO,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,04 - PROFESORADO TÉCNICO,CONTABILIDAD,SEMIPRESENCIAL,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,04 - PROFESORADO TÉCNICO,ECONOMÍA,NOCTURNO,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,04 - PROFESORADO TÉCNICO,ECONOMÍA,SEMIPRESENCIAL,2023,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,11 - EDUCADOR TÉCNICO,EDUCADOR TÉCNICO Y GESTOR DE TECNOLOGÍAS DIGITALES,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,11 - EDUCADOR TÉCNICO,EDUCADOR TÉCNICO Y GESTOR DE TECNOLOGÍAS DIGITALES,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
SEMIPRESENCIAL CENTRO,,11 - EDUCADOR TÉCNICO,EDUCADOR TÉCNICO Y GESTOR DE TECNOLOGÍAS DIGITALES,SEMIPRESENCIAL,2017,https://inet.cfe.edu.uy/index.php/69-unidades-curriculares-y-de-trayectos-curriculares-plan-2017,,,,,1401580
PRESENCIAL,,05 - EDUCACIÓN SOCIAL,EDUCADOR SOCIAL,ÚNICO,2011,https://www.cfe.edu.uy/index.php/plan-2011,,,,,1401581
PRESENCIAL,,05 - EDUCACIÓN SOCIAL,EDUCADOR SOCIAL,ÚNICO,2011,https://www.cfe.edu.uy/index.php/plan-2011,,,,,1401581
PRESENCIAL,,05 - EDUCACIÓN SOCIAL,EDUCADOR SOCIAL,ÚNICO,2011,https://www.cfe.edu.uy/index.php/plan-2011,,,,,1401581
PRESENCIAL,,05 - EDUCACIÓN SOCIAL,EDUCADOR SOCIAL,ÚNICO,2023,https://www.cfe.edu.uy/index.php/ed-social-plan2023,,,,,1401581
PRESENCIAL,,02 - PROFESORADO,ASTRONOMÍA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ASTRONOMÍA,SEMIPRESENCIAL,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
PRESENCIAL,,02 - PROFESORADO,ASTRONOMÍA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
PRESENCIAL,,02 - PROFESORADO,ASTRONOMÍA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
PRESENCIAL,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
PRESENCIAL,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
PRESENCIAL,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,SEMIPRESENCIAL,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
PRESENCIAL,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
PRESENCIAL,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
PRESENCIAL,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
PRESENCIAL,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
PRESENCIAL,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
PRESENCIAL,,02 - PROFESORADO,CIENCIAS GEOGRÁFICAS,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
PRESENCIAL,,02 - PROFESORADO,CIENCIAS GEOGRÁFICAS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,CIENCIAS GEOGRÁFICAS,SEMIPRESENCIAL,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
PRESENCIAL,,02 - PROFESORADO,CIENCIAS GEOGRÁFICAS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
PRESENCIAL,,02 - PROFESORADO,CIENCIAS GEOGRÁFICAS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
PRESENCIAL,,02 - PROFESORADO,COMUNICACIÓN VISUAL,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
PRESENCIAL,,02 - PROFESORADO,COMUNICACIÓN VISUAL,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,COMUNICACIÓN VISUAL,SEMIPRESENCIAL,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
PRESENCIAL,,02 - PROFESORADO,COMUNICACIÓN VISUAL,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008,,,,,1401582
