Tipo_de_Educacion,Turno,Comparte,Categoria,PNOfrece2,UNOfrece,Tiene comedor,Tiene copa de leche,Tiene equipo multidisciplinario,Profesores especiales,Con clases especiales,Horario,Tiene maestro de apoyo,Tiene maestro de apoyo Ceibal,Tiene maestro comunitario,Maestro mAs maestro,Maestro de trayectorias protegida,RUEE,rule1,Nombre
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1103130,2030121,
ESCUELAS COMUNES,RURAL,NO,CON MAESTRO A CARGO,4 AÑOS,6,,,,,,,,,,,,1103132,2030122,
ESCUELAS COMUNES,RURAL,NO,CON MAESTRO A CARGO,3 AÑOS,6,,,,,,,,,,,,1103133,2030123,CONFRATERNIDADURUGUAYA-ARGENTI
ESCUELAS COMUNES,RURAL,NO,UNIDOCENTE,4 AÑOS,6,,,,,,,,,,,,1103134,2030124,
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1103136,2030125,
ESCUELAS COMUNES,EXTENDIDO,NO,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1103137,2030126,
ESCUELAS COMUNES,RURAL,NO,CON MAESTRO A CARGO,3 AÑOS,6,,,,,,,,,,,,1103138,2030127,ISLAS CANARIAS
ESCUELAS COMUNES,RURAL,NO,CON MAESTRO A CARGO,3 AÑOS,6,,,,,,,,,,,,1103139,2030128,ESCUELA N°139 SAUCE SOLO DE MIGUES
ESCUELAS COMUNES,DOBLE TURNO,NO,HABILITADA DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1103140,2030129,DR. MATEO LEGNANI
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1103141,2030130,AUSTRALIA
ESCUELAS COMUNES,RURAL,NO,UNIDOCENTE,3 AÑOS,3,,,,,,,,,,,,1103142,2030131,
ESCUELAS COMUNES,RURAL,NO,CON MAESTRO A CARGO,4 AÑOS,6,,,,,,,,,,,,1103143,2030132,
ESCUELAS COMUNES,RURAL,NO,CON MAESTRO A CARGO,3 AÑOS,6,,,,,,,,,,,,1103144,2030133,
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,1,6,,,,,,,,,,,,1103145,2030134,
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1103146,2030135,JUAN ANTONIO LAVALLEJA
ESCUELAS COMUNES,RURAL,NO,CON MAESTRO A CARGO,3 AÑOS,6,,,,,,,,,,,,1103147,2030136,QUEMADA
ESCUELAS COMUNES,MATUTINO,SÍ,DE PRÁCTICA,1,6,,,,,,,,,,,,1103148,2030137,FUNDACION TAPIE PIÑEYRO
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1103149,2030138,ANSINA
ESCUELAS COMUNES,RURAL,NO,UNIDOCENTE,3 AÑOS,6,,,,,,,,,,,,1103150,2030139,ESCUELA N°150
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1103151,2030140,
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1103153,2030141,MANUEL ORIBE
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1103154,2030142,
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,4 AÑOS,6,,,,,,,,,,,,1103155,2030143,REPUBLICA FEDERAL DE ALEMANIA
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,1,6,,,,,,,,,,,,1103156,2030144,PROFESOR CLEMENTE ESTABLE
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,1,6,,,,,,,,,,,,1103157,2030145,JOSE ENRIQUE RODO
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,3 AÑOS,6,,,,,,,,,,,,1103159,2030147,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103160,2030148,MTRO.LUIS ARBENOIZ GAMBARDELLA
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1103162,2030149,
ESCUELAS COMUNES,MATUTINO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1103163,2030150,JAPON
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,1,6,,,,,,,,,,,,1103165,2030151,
ESCUELAS COMUNES,MATUTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1103166,2030152,EMILIO ROMERO
ESCUELAS COMUNES,DOBLE TURNO,NO,HABILITADA DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1103167,2030153,LIBERTADOR SIMON BOLIVAR
ESCUELAS COMUNES,RURAL,NO,CON MAESTRO A CARGO,4 AÑOS,6,,,,,,,,,,,,1103168,2030154,
ESCUELAS COMUNES,RURAL,NO,CON MAESTRO A CARGO,4 AÑOS,6,,,,,,,,,,,,1103169,2030155,RURAL DE ESTACIÓN SOSA DÍAS
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1103170,2030156,
ESCUELAS COMUNES,DOBLE TURNO,SÍ,APRENDER,1,6,,,,,,,,,,,,1103171,2030157,DINAMARCA
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1103172,2030158,JAVIER DE VIANA
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,4 AÑOS,6,,,,,,,,,,,,1103173,2030159,
ESCUELAS COMUNES,RURAL,NO,CON MAESTRO A CARGO,4 AÑOS,6,,,,,,,,,,,,1103174,2030160,N.MONTELONGO Y FCA.DUARTE DE G
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,3 AÑOS,6,,,,,,,,,,,,1103175,2030161,
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,1,6,,,,,,,,,,,,1103176,2030162,
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,1,6,,,,,,,,,,,,1103177,2030163,
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,1,6,,,,,,,,,,,,1103178,2030164,JOSE MARIA GARCIA
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,4 AÑOS,6,,,,,,,,,,,,1103179,2030165,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103180,2030166,ELINA CUELLO
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,1,6,,,,,,,,,,,,1103181,2030167,
ESCUELAS COMUNES,RURAL,NO,CON MAESTRO A CARGO,4 AÑOS,6,,,,,,,,,,,,1103182,2030168,
ESCUELAS COMUNES,MATUTINO,SÍ,DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1103183,2030169,
ESCUELAS COMUNES,RURAL,NO,UNIDOCENTE,4 AÑOS,5,,,,,,,,,,,,1103184,2030170,DORILLA BORCHE DE FERNÁNDEZ
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,1,6,,,,,,,,,,,,1103185,2030171,MAHATMA GANDHI
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103186,2030172,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103187,2030173,CAPITAN JUAN ANTONIO ARTIGAS
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103188,2030174,
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,1,6,,,,,,,,,,,,1103189,2030175,
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,4 AÑOS,6,,,,,,,,,,,,1103190,2030176,
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1103191,2030177,
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1103192,2030178,SUECIA
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103193,2030179,SAINAP AMIR RIOS
ESCUELAS COMUNES,DOBLE TURNO,NO,HABILITADA DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1103194,2030180,GRAL. JUAN ANTONIO LAVALLEJA
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,4 AÑOS,6,,,,,,,,,,,,1103195,2030181,CARLOS MA. DE PENA
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER  H. DE PRÁCTICA,1,6,,,,,,,,,,,,1103196,2030182,
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,4 AÑOS,6,,,,,,,,,,,,1103197,2030183,HOLANDA
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1103198,2030184,ESPAÑA
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1103199,2030185,MIGUEL TALLAC
ESCUELAS COMUNES,EXTENDIDO,NO,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1103200,2030186,
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1103201,2030187,OCTAVIO POSADA
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103202,2030465,JUAN JOSE MOROSOLI
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103203,2030189,MARTA ELENA VIVAS BORBONET
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1103204,2030190,MTRO. OTTO NIEMANN
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103205,2030191,MAESTRO SABAS OLAIZOLA
ESCUELAS COMUNES,RURAL,NO,CON MAESTRO A CARGO,4 AÑOS,6,,,,,,,,,,,,1103206,2030192,ANGEL DODERA
ESCUELAS COMUNES,RURAL,NO,UNIDOCENTE,5 AÑOS,4,,,,,,,,,,,,1103207,2030193,
ESCUELAS COMUNES,RURAL,NO,UNIDOCENTE,4 AÑOS,5,,,,,,,,,,,,1103208,2030194,BALMORIS LLOVERAS
ESCUELAS COMUNES,RURAL,NO,CON MAESTRO A CARGO,3 AÑOS,6,,,,,,,,,,,,1103209,2030195,CAÑADA GRANDE
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103210,2030196,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103211,2030197,DORA PUMAR DE GONZALEZ
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1103212,2030198,COLECTIVIDAD JAPONESA
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103213,2030199,
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1103214,2030200,
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1103215,2030201,ITALIA
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103216,2030202,JARDIN DE INFANTES Nº 216
ESCUELAS COMUNES,DOBLE TURNO,SÍ,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1103217,2030203,ESTADO DE ISRAEL
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1103218,2030204,
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,1,6,,,,,,,,,,,,1103219,2030205,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103220,2030206,
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1103221,2030207,PAUL HARRIS
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103222,2030208,ALFREDO MERCADAL
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1103223,2030209,
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1103224,2030210,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103225,2030211,SANTA ROSA
ESCUELAS COMUNES,VESPERTINO,SÍ,HABILITADA DE PRÁCTICA,5 AÑOS,6,,,,,,,,,,,,1103226,2030098,JUANA DE IBARBOUROU
ESCUELAS COMUNES,MATUTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1103227,2030121,
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1103228,2030115,
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1103229,2030169,
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,4 AÑOS,6,,,,,,,,,,,,1103230,2030460,
ESCUELAS COMUNES,MATUTINO,SÍ,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1103231,2030149,
ESCUELAS COMUNES,MATUTINO,SÍ,DE PRÁCTICA,1,6,,,,,,,,,,,,1103232,2030130,SIN NOMINAR
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,5 AÑOS,6,,,,,,,,,,,,1103233,2030099,RAMON ALVAREZ
ESCUELAS COMUNES,VESPERTINO,NO,APRENDER,4 AÑOS,6,,,,,,,,,,,,1103235,2030191,EUDORO MELO
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,1,6,,,,,,,,,,,,1103236,2030213,REPUBLICA DEL PERU
JARDÍN DE INFANTES,RURAL,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103237,2030214,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN APRENDER,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103238,2030215,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103239,2030216,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103240,2030217,JARDIN DE INFANTES
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103241,2030218,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103242,2030219,MA. NELIDA MARTINEZ DE TORRES
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1103244,2030152,
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1103245,2030150,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103246,2030221,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103247,2030222,
JARDÍN DE INFANTES,TIEMPO COMPLETO,NO,JARDÍN DE JORNADA COMPLETA,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103248,2030223,EUSTAQUIA LLAMOSA
JARDÍN DE INFANTES,DOBLE TURNO,SÍ,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103249,2030224,
JARDÍN DE INFANTES,VESPERTINO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103250,2030225,MEXICO
JARDÍN DE INFANTES,TIEMPO COMPLETO,NO,JARDÍN DE JORNADA COMPLETA,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103251,2030226,DR. JULIO LAGO
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1103253,2030227,
ESCUELAS COMUNES,MATUTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1103254,2030156,
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1103255,2030228,SIN NOMBRE
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103256,2030229,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103257,2030230,18 DE MAYO
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,4 AÑOS,6,,,,,,,,,,,,1103258,2030231,ESCUELA 258
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103259,2030232,
ESCUELAS COMUNES,EXTENDIDO,NO,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1103260,2030233,
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1103261,2030234,
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,3 AÑOS,6,,,,,,,,,,,,1103262,2030235,
ESCUELAS COMUNES,DOBLE TURNO,NO,HABILITADA DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1103263,2030236,
ESCUELAS COMUNES,DOBLE TURNO,SÍ,APRENDER,1,6,,,,,,,,,,,,1103264,2030237,
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,4 AÑOS,6,,,,,,,,,,,,1103267,2030239,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,5 AÑOS,6,,,,,,,,,,,,1103268,2030240,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103269,2030241,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103270,2030242,
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1103271,2030243,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN APRENDER,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103272,2030244,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103273,2030245,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103274,2030246,
ESCUELAS COMUNES,VESPERTINO,SÍ,DE PRÁCTICA,1,6,,,,,,,,,,,,1103275,2030137,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103276,2030248,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103277,2030249,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103278,2030250,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN DE JORNADA COMPLETA,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103283,2030251,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103285,2030252,
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,4 AÑOS,6,,,,,,,,,,,,1103286,2030253,MAESTRA OFELIA DE HORTA CAMPODONICO
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103287,2030254,JARDÍN DE INFANTES Nº 287
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN APRENDER,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103288,2030255,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103289,2030256,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103290,2030257,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103291,2030258,
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,3 AÑOS,6,,,,,,,,,,,,1103292,2030259,
JARDÍN DE INFANTES,DOBLE TURNO,SÍ,JARDÍN APRENDER,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103293,2030260,
ESCUELAS COMUNES,RURAL,NO,CON MAESTRO A CARGO,4 AÑOS,6,,,,,,,,,,,,1103294,2030261,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103295,2030335,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103296,2030336,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103297,2030436,
JARDÍN DE INFANTES,TIEMPO COMPLETO,NO,JARDÍN DE JORNADA COMPLETA,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103298,2030438,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103300,2030338,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103301,2030339,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103302,2030447,EL PINAR
ESCUELA ESPECIAL,ESPECIAL,SÍ,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1103303,2030212,ESCUELA DE ARTES Y OFICIOS
JARDÍN DE INFANTES,DOBLE TURNO,SÍ,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103305,2030461,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN APRENDER,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103307,2030467,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN APRENDER,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103308,2030464,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN APRENDER,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103309,2030472,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN APRENDER,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103310,2030483,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN APRENDER,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103311,2030468,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103312,2030473,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN APRENDER,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103313,2030474,
JARDÍN DE INFANTES,DOBLE TURNO,NO,JARDÍN COMÚN,3 AÑOS,5 AÑOS,,,,,,,,,,,,1103314,2030475,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1103315,2030476,
ESCUELAS COMUNES,DOBLE TURNO,NO,DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1104001,2040001,ARTIGAS
ESCUELAS COMUNES,DOBLE TURNO,NO,DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1104002,2040002,JOSE PEDRO VARELA
ESCUELAS COMUNES,MATUTINO,SÍ,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1104003,2040003,JUANA DE IBARBOUROU
ESCUELAS COMUNES,EXTENDIDO,NO,TIEMPO EXTENDIDO,1,6,,,,,,,,,,,,1104004,2040004,FRUCTUOSO MAZZIOTTA
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,3 AÑOS,6,,,,,,,,,,,,1104005,2040005,MA. JOSEFA GAMIO DE FERREIRO
ESCUELAS COMUNES,DOBLE TURNO,NO,HABILITADA DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1104006,2040006,TREINTA Y TRES ORIENTALES
ESCUELAS COMUNES,EXTENDIDO,NO,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1104007,2040007,LAURA SILVA DE MACIEL
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,3 AÑOS,6,,,,,,,,,,,,1104008,2040008,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,3 AÑOS,6,,,,,,,,,,,,1104009,2040009,GENERAL APARICIO SARAVIA
ESCUELAS COMUNES,TIEMPO COMPLETO,SÍ,DE TIEMPO COMPLETO,1,6,,,,,,,,,,,,1104010,2040010,SEVERINA SANCHEZ DE PEREZ
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,1,6,,,,,,,,,,,,1104011,2040011,RPCA. FEDERATIVA DEL BRASIL
ESCUELAS COMUNES,EXTENDIDO,NO,TIEMPO EXTENDIDO,1,6,,,,,,,,,,,,1104012,2040012,
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,3 AÑOS,6,,,,,,,,,,,,1104013,2040013,JUAN ZORRILLA DE SAN MARTÍN
ESCUELAS COMUNES,RURAL,NO,UNIDOCENTE,4 AÑOS,6,,,,,,,,,,,,1104014,2040014,
ESCUELAS COMUNES,RURAL,NO,UNIDOCENTE,4 AÑOS,6,,,,,,,,,,,,1104015,2040015,GARAO
ESCUELAS COMUNES,RURAL,NO,UNIDOCENTE,4 AÑOS,6,,,,,,,,,,,,1104016,2040016,
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1104018,2040018,LEYENDA PATRIA
ESCUELAS COMUNES,RURAL,NO,UNIDOCENTE,5,6,,,,,,,,,,,,1104019,2040019,BAÑADO DE MORALES
ESCUELAS COMUNES,RURAL,NO,CON MAESTRO A CARGO,4 AÑOS,6,,,,,,,,,,,,1104020,2040020,
ESCUELAS COMUNES,RURAL,NO,CON MAESTRO A CARGO,4 AÑOS,6,,,,,,,,,,,,1104021,2040021,
